rank,fragment_id,fragment_smiles,total_compounds,tp_count,tn_count,fp_count,fn_count,avg_attribution,max_attribution,activity_rate_percent,positive_appearances,total_appearances,positive_consistency_percent,min_attribution_ever,max_attribution_ever,highest_attribution_example,lowest_attribution_example,inactive_positive_attribution_example,active_negative_attribution_example,mol,pathogen,pathogen_class,fragment_type,reliability_score,importance_tier
896,236979,C1=CC=C(COC2=CC(=CC=C2)C(CC2=CC=CC=C2)C2=[N+]CCC3=CC=CC=C32)C=C1,6,6,0,0,0,0.724,0.7478,100.0,6,6,100.0,0.698,0.748,HIGHEST ATTR (ACTIVE): CHEMBL1269241 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(C(C)(C)C)C=C1)OCO5 | Attribution: 0.748 | Prediction: 0.961 | MW: 600.8 | LogP: 8.68,LOWEST ATTR (ACTIVE): CHEMBL1269244 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC(F)=C(F)C(F)=C1)OCO5 | Attribution: 0.698 | Prediction: 0.931 | MW: 598.6 | LogP: 7.80,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1E9D0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
897,229182,C(CN1C=[N+]C=N1)C1=CC=CC=C1,6,6,0,0,0,0.7228,0.7616,100.0,6,6,100.0,0.666,0.762,HIGHEST ATTR (ACTIVE): CHEMBL402732 | SMILES: N[N+]1=CN(CC(=O)C2=CC=C(Cl)C=C2O)N=C1 | Attribution: 0.762 | Prediction: 0.917 | MW: 253.7 | LogP: 0.13,LOWEST ATTR (ACTIVE): CHEMBL270194 | SMILES: O=C(CN1C=[N+](CC(=O)C2=CC=C(Cl)C=C2O)C=N1)C1=CC=C(Cl)C=C1O | Attribution: 0.666 | Prediction: 0.948 | MW: 407.2 | LogP: 2.65,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EA40>,CA,Fungi,scaffold,1.9459101490553132,Moderate
898,236988,C(OCC1=CC=CC=C1)C1=CC=C2C3=CC4=C(C=C3CC[N+]2=C1)OCO4,6,6,0,0,0,0.7192,0.7453,100.0,6,6,100.0,0.688,0.745,HIGHEST ATTR (ACTIVE): CHEMBL1269243 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(OC(F)(F)F)C=C1)OCO5 | Attribution: 0.745 | Prediction: 0.955 | MW: 628.7 | LogP: 8.28,LOWEST ATTR (ACTIVE): CHEMBL1269241 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(C(C)(C)C)C=C1)OCO5 | Attribution: 0.688 | Prediction: 0.961 | MW: 600.8 | LogP: 8.68,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EAB0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
899,236986,C(OCC1=CC=CC=C1)C1=CC(CC2=CC=CC=C2)=C([N+]=C1)C1=CC=CC=C1,6,6,0,0,0,0.7145,0.7427,100.0,6,6,100.0,0.683,0.743,HIGHEST ATTR (ACTIVE): CHEMBL1269243 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(OC(F)(F)F)C=C1)OCO5 | Attribution: 0.743 | Prediction: 0.955 | MW: 628.7 | LogP: 8.28,LOWEST ATTR (ACTIVE): CHEMBL1269239 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=CC=C1)OCO5 | Attribution: 0.683 | Prediction: 0.930 | MW: 544.7 | LogP: 7.38,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EB20>,CA,Fungi,scaffold,1.9459101490553132,Moderate
900,228624,C1=C2[C@H](CC[C@H]3CC[C@H](N4N=CN=N4)CC23)C2CCCCC2C1,6,6,0,0,0,0.7137,0.722,100.0,6,6,100.0,0.707,0.722,HIGHEST ATTR (ACTIVE): CHEMBL3742110 | SMILES: CN[C@@](C)(CO[C@H]1[C@H](N2N=NC(N)=N2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C | Attribution: 0.722 | Prediction: 0.999 | MW: 669.0 | LogP: 6.40,LOWEST ATTR (ACTIVE): CHEMBL3740165 | SMILES: CC(=O)NC1=NN([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)N=N1 | Attribution: 0.707 | Prediction: 0.997 | MW: 697.0 | LogP: 6.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EB90>,CA,Fungi,scaffold,1.9459101490553132,Moderate
901,236974,C1=C(CC2=CCC[N+]3=CC4=C(OCC5=CC=CC=C5)C=CC=C4C(CC4=CC=CC=C4)=C23)OCO1,6,6,0,0,0,0.7136,0.7422,100.0,6,6,100.0,0.682,0.742,HIGHEST ATTR (ACTIVE): CHEMBL1269241 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(C(C)(C)C)C=C1)OCO5 | Attribution: 0.742 | Prediction: 0.961 | MW: 600.8 | LogP: 8.68,LOWEST ATTR (ACTIVE): CHEMBL1269244 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC(F)=C(F)C(F)=C1)OCO5 | Attribution: 0.682 | Prediction: 0.931 | MW: 598.6 | LogP: 7.80,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EC00>,CA,Fungi,scaffold,1.9459101490553132,Moderate
902,236973,C1=CC=C(COC2=CC(=CC=C2)C(CC2=CC=CC=C2)C2=[N+]CCC3=CC4=C(C=C32)OCO4)C=C1,6,6,0,0,0,0.7136,0.7422,100.0,6,6,100.0,0.682,0.742,HIGHEST ATTR (ACTIVE): CHEMBL1269241 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(C(C)(C)C)C=C1)OCO5 | Attribution: 0.742 | Prediction: 0.961 | MW: 600.8 | LogP: 8.68,LOWEST ATTR (ACTIVE): CHEMBL1269244 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC(F)=C(F)C(F)=C1)OCO5 | Attribution: 0.682 | Prediction: 0.931 | MW: 598.6 | LogP: 7.80,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EC70>,CA,Fungi,scaffold,1.9459101490553132,Moderate
903,231379,C1=CC=C(CCN2CC=CN=C2)C=C1,6,6,0,0,0,0.7108,0.7616,100.0,6,6,100.0,0.594,0.762,HIGHEST ATTR (ACTIVE): CHEMBL298817 | SMILES: C[C@@H](N1C=NC2=CC(Cl)=CC=C2C1=O)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.762 | Prediction: 0.994 | MW: 431.8 | LogP: 3.07,LOWEST ATTR (ACTIVE): CHEMBL2323934 | SMILES: C[C@@H](N1C=NC2=CC3=C(C=C2C1=O)N=CS3)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.594 | Prediction: 0.991 | MW: 454.5 | LogP: 3.02,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1ECE0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
904,233680,C(OC1=CC2=NN=NN2CN1)C1=CC=CC=C1,6,6,0,0,0,0.7074,0.7528,100.0,6,6,100.0,0.687,0.753,HIGHEST ATTR (ACTIVE): CHEMBL4547741 | SMILES: S=C1NC2=C(C3=NN=NN13)C(C1=CC=C(Cl)C=C1)C1=CC=C3C=CC=CC3=C1O2 | Attribution: 0.753 | Prediction: 0.983 | MW: 417.9 | LogP: 5.27,LOWEST ATTR (ACTIVE): CHEMBL4587664 | SMILES: CC1=CC=C(C2C3=CC=C4C=CC=CC4=C3OC3=C2C2=NN=NN2C(=S)N3)C=C1 | Attribution: 0.687 | Prediction: 0.983 | MW: 397.5 | LogP: 4.93,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1ED50>,CA,Fungi,scaffold,1.9459101490553132,Moderate
905,228633,C1=C(CCCC1)[C@@]12COCC(C[C@H](N3N=CN=N3)C1)C2,6,6,0,0,0,0.7034,0.7106,100.0,6,6,100.0,0.694,0.711,HIGHEST ATTR (ACTIVE): CHEMBL3741220 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@@](C)(C(C)C)N(C)C)[C@H](N4N=NC(N)=N4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.711 | Prediction: 0.997 | MW: 683.0 | LogP: 6.75,LOWEST ATTR (ACTIVE): CHEMBL3740011 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)C)[C@H](N4N=NC(N)=N4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.694 | Prediction: 0.998 | MW: 654.9 | LogP: 6.14,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EDC0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
906,236982,C(OCC1=CC=CC=C1)C1=CC(CC2=CC=CC=C2)=C([N+]=C1)C1=CC2=C(C=C1)OCO2,6,6,0,0,0,0.7032,0.7318,100.0,6,6,100.0,0.669,0.732,HIGHEST ATTR (ACTIVE): CHEMBL1269243 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(OC(F)(F)F)C=C1)OCO5 | Attribution: 0.732 | Prediction: 0.955 | MW: 628.7 | LogP: 8.28,LOWEST ATTR (ACTIVE): CHEMBL1269244 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC(F)=C(F)C(F)=C1)OCO5 | Attribution: 0.669 | Prediction: 0.931 | MW: 598.6 | LogP: 7.80,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EE30>,CA,Fungi,scaffold,1.9459101490553132,Moderate
907,236983,C(OCC1=CC=CC=C1)C1=CC(CC2=CC=CC=C2)=C2C3=CC=CC=C3CC[N+]2=C1,6,6,0,0,0,0.7016,0.7321,100.0,6,6,100.0,0.662,0.732,HIGHEST ATTR (ACTIVE): CHEMBL1269241 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(C(C)(C)C)C=C1)OCO5 | Attribution: 0.732 | Prediction: 0.961 | MW: 600.8 | LogP: 8.68,LOWEST ATTR (ACTIVE): CHEMBL1269239 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=CC=C1)OCO5 | Attribution: 0.662 | Prediction: 0.930 | MW: 544.7 | LogP: 7.38,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EEA0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
908,228628,C1[C@H](CC[C@H]2CC[C@H](N3N=CN=N3)CC12)C1CCCCC1,6,6,0,0,0,0.6995,0.7067,100.0,6,6,100.0,0.688,0.707,HIGHEST ATTR (ACTIVE): CHEMBL3742110 | SMILES: CN[C@@](C)(CO[C@H]1[C@H](N2N=NC(N)=N2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C | Attribution: 0.707 | Prediction: 0.999 | MW: 669.0 | LogP: 6.40,LOWEST ATTR (ACTIVE): CHEMBL3740165 | SMILES: CC(=O)NC1=NN([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)N=N1 | Attribution: 0.688 | Prediction: 0.997 | MW: 697.0 | LogP: 6.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EF10>,CA,Fungi,scaffold,1.9459101490553132,Moderate
909,232616,C1=CC(C[C@@H]2CCCC2)C(CO[C@H]2CNCCO2)C1,6,6,0,0,0,0.6986,0.758,100.0,6,6,100.0,0.561,0.758,HIGHEST ATTR (ACTIVE): CHEMBL282179 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2CN(C4=CC=C(Cl)S4)[C@H](C)CO2)[C@]13C(=O)O | Attribution: 0.758 | Prediction: 0.969 | MW: 548.1 | LogP: 5.89,LOWEST ATTR (ACTIVE): CHEMBL33928 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2CN(S(=O)(=O)C4CC4)[C@H](C)CO2)[C@]13C(=O)O | Attribution: 0.561 | Prediction: 0.983 | MW: 535.7 | LogP: 3.47,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EF80>,CA,Fungi,scaffold,1.9459101490553132,Moderate
910,232613,C1=CC2C(CO[C@H]3CNCCO3)C1CC2[C@@H]1CCCC1,6,6,0,0,0,0.6982,0.756,100.0,6,6,100.0,0.548,0.756,HIGHEST ATTR (ACTIVE): CHEMBL284336 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2CN(CC=C(Cl)Cl)[C@H](C)CO2)[C@]13C(=O)O | Attribution: 0.756 | Prediction: 0.981 | MW: 540.5 | LogP: 5.29,LOWEST ATTR (ACTIVE): CHEMBL33928 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@H]2CN(S(=O)(=O)C4CC4)[C@H](C)CO2)[C@]13C(=O)O | Attribution: 0.548 | Prediction: 0.983 | MW: 535.7 | LogP: 3.47,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1EFF0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
911,230710,C1=CC=C(N[C@H](C2=CC=CC=C2)CN2C=CN=C2)C=C1,6,6,0,0,0,0.6938,0.7488,100.0,6,6,100.0,0.557,0.749,HIGHEST ATTR (ACTIVE): CHEMBL512296 | SMILES: FC1=CC=C(N2N=C(C3=CC=CC=C3)[C@H](N3C=CN=C3)[C@H]2C2=CC=CC=C2)C=C1 | Attribution: 0.749 | Prediction: 0.973 | MW: 382.4 | LogP: 5.23,LOWEST ATTR (ACTIVE): CHEMBL468020 | SMILES: BrC1=CC=C(C2=NN(C3=CC=CC=C3)[C@H](C3=CC=C(Br)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.557 | Prediction: 0.980 | MW: 522.2 | LogP: 6.62,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F060>,CA,Fungi,scaffold,1.9459101490553132,Moderate
912,236978,C(OCC1=CC=CC=C1)C1=CC(CC2=CC=CC=C2)=C2C3=CC4=C(C=C3CC[N+]2=C1)OCO4,6,6,0,0,0,0.6893,0.7211,100.0,6,6,100.0,0.647,0.721,HIGHEST ATTR (ACTIVE): CHEMBL1269241 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC=C(C(C)(C)C)C=C1)OCO5 | Attribution: 0.721 | Prediction: 0.961 | MW: 600.8 | LogP: 8.68,LOWEST ATTR (ACTIVE): CHEMBL1269244 | SMILES: COC1=CC=C2C(CC3=CC=C(C(C)C)C=C3)=C3C4=CC5=C(C=C4CC[N+]3=CC2=C1OCC1=CC(F)=C(F)C(F)=C1)OCO5 | Attribution: 0.647 | Prediction: 0.931 | MW: 598.6 | LogP: 7.80,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F0D0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
913,228151,C1=CC2C[C@@H]3CCC[C@H]3CC2(CO[C@H]2C[C@@H]3OCO[C@@H]3CO2)C1,6,6,0,0,0,0.6893,0.6994,100.0,6,6,100.0,0.668,0.699,HIGHEST ATTR (ACTIVE): CHEMBL21515 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@@H]2O[C@H](C)[C@H]4OC(C)(C)O[C@H]4[C@H]2O)C13C(=O)O | Attribution: 0.699 | Prediction: 0.983 | MW: 518.6 | LogP: 3.55,LOWEST ATTR (ACTIVE): CHEMBL279691 | SMILES: CC1O[C@H]2[C@H](C[C@H](OCC34C[C@@H]5[C@H](C)CC[C@H]5C5(C=O)CC3C=C(C(C)C)C45C(=O)O)O[C@@H]2C)O1 | Attribution: 0.668 | Prediction: 0.978 | MW: 488.6 | LogP: 4.19,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F140>,CA,Fungi,scaffold,1.9459101490553132,Moderate
914,228629,C1=C(CC2CCCCC2C1)C1C[C@@H](N2N=CN=N2)CCC1,6,6,0,0,0,0.6878,0.695,100.0,6,6,100.0,0.681,0.695,HIGHEST ATTR (ACTIVE): CHEMBL3742110 | SMILES: CN[C@@](C)(CO[C@H]1[C@H](N2N=NC(N)=N2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C | Attribution: 0.695 | Prediction: 0.999 | MW: 669.0 | LogP: 6.40,LOWEST ATTR (ACTIVE): CHEMBL3740165 | SMILES: CC(=O)NC1=NN([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)N=N1 | Attribution: 0.681 | Prediction: 0.997 | MW: 697.0 | LogP: 6.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F1B0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
915,233683,C1=CC=C2OC3=C(CC2=C1)C1=NN=NN1CN3,6,6,0,0,0,0.6869,0.7368,100.0,6,6,100.0,0.667,0.737,HIGHEST ATTR (ACTIVE): CHEMBL4547741 | SMILES: S=C1NC2=C(C3=NN=NN13)C(C1=CC=C(Cl)C=C1)C1=CC=C3C=CC=CC3=C1O2 | Attribution: 0.737 | Prediction: 0.983 | MW: 417.9 | LogP: 5.27,LOWEST ATTR (ACTIVE): CHEMBL4519733 | SMILES: FC1=CC=C(C2C3=CC=C4C=CC=CC4=C3OC3=C2C2=NN=NN2C(=S)N3)C=C1 | Attribution: 0.667 | Prediction: 0.984 | MW: 401.4 | LogP: 4.76,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F220>,CA,Fungi,scaffold,1.9459101490553132,Moderate
916,228150,C1=CC2C3CC1C2(CO[C@H]1C[C@@H]2OCO[C@@H]2CO1)C[C@@H]1CCC[C@@H]31,6,6,0,0,0,0.6813,0.6937,100.0,6,6,100.0,0.659,0.694,HIGHEST ATTR (ACTIVE): CHEMBL21515 | SMILES: CC(C)C1=CC2CC3(C=O)[C@@H]4CC[C@@H](C)[C@H]4CC2(CO[C@@H]2O[C@H](C)[C@H]4OC(C)(C)O[C@H]4[C@H]2O)C13C(=O)O | Attribution: 0.694 | Prediction: 0.983 | MW: 518.6 | LogP: 3.55,LOWEST ATTR (ACTIVE): CHEMBL279691 | SMILES: CC1O[C@H]2[C@H](C[C@H](OCC34C[C@@H]5[C@H](C)CC[C@H]5C5(C=O)CC3C=C(C(C)C)C45C(=O)O)O[C@@H]2C)O1 | Attribution: 0.659 | Prediction: 0.978 | MW: 488.6 | LogP: 4.19,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F290>,CA,Fungi,scaffold,1.9459101490553132,Moderate
917,230220,C1=CC=C(C[Se][Se]C(CN2C=CN=C2)C2=CC=CC=C2)C=C1,6,6,0,0,0,0.6797,0.7581,100.0,6,6,100.0,0.605,0.758,HIGHEST ATTR (ACTIVE): CHEMBL5401259 | SMILES: CC1=CC=C(C(CN2C=CN=C2)[Se][Se]C(CN2C=CN=C2)C2=CC=C(C)C=C2)C=C1 | Attribution: 0.758 | Prediction: 0.968 | MW: 528.4 | LogP: 4.20,LOWEST ATTR (ACTIVE): CHEMBL5420991 | SMILES: ClC1=CC=C(C(CN2C=CN=C2)[Se][Se]C(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C(Cl)=C1 | Attribution: 0.605 | Prediction: 0.939 | MW: 638.1 | LogP: 6.20,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F300>,CA,Fungi,scaffold,1.9459101490553132,Moderate
918,233679,C1=C(OC2=C(C1)C1=NN=NN1CN2)C1=CC=CC=C1,6,6,0,0,0,0.6792,0.7268,100.0,6,6,100.0,0.658,0.727,HIGHEST ATTR (ACTIVE): CHEMBL4547741 | SMILES: S=C1NC2=C(C3=NN=NN13)C(C1=CC=C(Cl)C=C1)C1=CC=C3C=CC=CC3=C1O2 | Attribution: 0.727 | Prediction: 0.983 | MW: 417.9 | LogP: 5.27,LOWEST ATTR (ACTIVE): CHEMBL4519733 | SMILES: FC1=CC=C(C2C3=CC=C4C=CC=CC4=C3OC3=C2C2=NN=NN2C(=S)N3)C=C1 | Attribution: 0.658 | Prediction: 0.984 | MW: 401.4 | LogP: 4.76,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F370>,CA,Fungi,scaffold,1.9459101490553132,Moderate
919,228637,C1=C2[C@H](CC[C@H]3CC[C@H](N4N=CN=N4)CC23)CCC1,6,6,0,0,0,0.6777,0.6876,100.0,6,6,100.0,0.661,0.688,HIGHEST ATTR (ACTIVE): CHEMBL3742110 | SMILES: CN[C@@](C)(CO[C@H]1[C@H](N2N=NC(N)=N2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C | Attribution: 0.688 | Prediction: 0.999 | MW: 669.0 | LogP: 6.40,LOWEST ATTR (ACTIVE): CHEMBL3740011 | SMILES: CC(C)[C@@H](C)[C@@]1(C)CC[C@]2(C)[C@H]3CC[C@@H]4[C@@]5(COC[C@@]4(C)[C@@H](OC[C@](C)(N)C(C)C)[C@H](N4N=NC(N)=N4)C5)C3=CC[C@@]2(C)[C@@H]1C(=O)O | Attribution: 0.661 | Prediction: 0.998 | MW: 654.9 | LogP: 6.14,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F3E0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
920,229176,C(\C=C\C1=CC=CC=C1)CCN1CCCCC1,6,6,0,0,0,0.6743,0.7616,100.0,6,6,100.0,0.604,0.762,HIGHEST ATTR (ACTIVE): CHEMBL454816 | SMILES: CC1CCN(CC2CCC/C(=C\C3=CC=CC=C3)C2=O)CC1 | Attribution: 0.762 | Prediction: 0.901 | MW: 297.4 | LogP: 4.17,LOWEST ATTR (ACTIVE): CHEMBL487342 | SMILES: O=C1/C(=C/C2=CC=CC=C2)CCCCC1CN1CCCCC1 | Attribution: 0.604 | Prediction: 0.858 | MW: 297.4 | LogP: 4.32,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F450>,CA,Fungi,scaffold,1.9459101490553132,Moderate
921,228634,C(CC1CCCCC1)C1C[C@@H](N2N=CN=N2)CCC1,6,6,0,0,0,0.6731,0.6778,100.0,6,6,100.0,0.664,0.678,HIGHEST ATTR (ACTIVE): CHEMBL3741296 | SMILES: CCCN[C@@](C)(CO[C@H]1[C@H](N2N=NC(N)=N2)C[C@@]23COC[C@]1(C)[C@@H]2CC[C@H]1C3=CC[C@@]2(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]12C)C(C)C | Attribution: 0.678 | Prediction: 0.998 | MW: 697.0 | LogP: 7.18,LOWEST ATTR (ACTIVE): CHEMBL3740165 | SMILES: CC(=O)NC1=NN([C@@H]2C[C@@]34COC[C@](C)([C@@H]3CC[C@H]3C4=CC[C@@]4(C)[C@H](C(=O)O)[C@@](C)([C@H](C)C(C)C)CC[C@]34C)[C@H]2OC[C@](C)(N)C(C)C)N=N1 | Attribution: 0.664 | Prediction: 0.997 | MW: 697.0 | LogP: 6.52,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F4C0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
922,230638,C1=CC=C(COC2=CC=C(N3C=C(CC(CN4C=NC=N4)C4=CC=CC=C4)N=N3)C=C2)C=C1,6,6,0,0,0,0.6711,0.7175,100.0,6,6,100.0,0.598,0.717,HIGHEST ATTR (ACTIVE): CHEMBL5207687 | SMILES: C[C@@H](C1=CN(C2=CC=C(OCC3=CC=C(C(C)(C)C)C=C3)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.717 | Prediction: 0.992 | MW: 558.6 | LogP: 5.71,LOWEST ATTR (ACTIVE): CHEMBL5172130 | SMILES: C[C@@H](C1=CN(C2=CC=C(OCC3=CC=C(Cl)C=C3)C=C2)N=N1)[C@](O)(CN1C=NC=N1)C1=CC=C(F)C=C1F | Attribution: 0.598 | Prediction: 0.991 | MW: 537.0 | LogP: 5.06,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F530>,CA,Fungi,scaffold,1.9459101490553132,Moderate
923,230708,C1=NN(C2=CC=CC=C2)C[C@H]1N1C=CN=C1,6,6,0,0,0,0.6692,0.6863,100.0,6,6,100.0,0.662,0.686,HIGHEST ATTR (ACTIVE): CHEMBL468020 | SMILES: BrC1=CC=C(C2=NN(C3=CC=CC=C3)[C@H](C3=CC=C(Br)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.686 | Prediction: 0.980 | MW: 522.2 | LogP: 6.62,LOWEST ATTR (ACTIVE): CHEMBL467954 | SMILES: CC1=CC=C(C2=NN(C3=CC=CC=C3)[C@H](C3=CC=C(C)C=C3)[C@H]2N2C=CN=C2)C=C1 | Attribution: 0.662 | Prediction: 0.971 | MW: 392.5 | LogP: 5.71,,,<rdkit.Chem.rdchem.Mol object at 0x000002168BA1F5A0>,CA,Fungi,scaffold,1.9459101490553132,Moderate
